DATE,WPU012202
1971-01-01,63.4
1971-02-01,63.6
1971-03-01,62.0
1971-04-01,60.8
1971-05-01,60.2
1971-06-01,63.0
1971-07-01,59.6
1971-08-01,51.3
1971-09-01,46.5
1971-10-01,44.4
1971-11-01,43.2
1971-12-01,50.2
1972-01-01,48.9
1972-02-01,48.0
1972-03-01,48.9
1972-04-01,49.9
1972-05-01,51.1
1972-06-01,50.7
1972-07-01,51.7
1972-08-01,51.4
1972-09-01,55.4
1972-10-01,50.7
1972-11-01,52.2
1972-12-01,66.0
1973-01-01,63.2
1973-02-01,64.7
1973-03-01,62.6
1973-04-01,66.0
1973-05-01,81.9
1973-06-01,100.6
1973-07-01,86.7
1973-08-01,135.2
1973-09-01,99.0
1973-10-01,99.7
1973-11-01,99.3
1973-12-01,109.5
1974-01-01,116.6
1974-02-01,121.3
1974-03-01,119.9
1974-04-01,105.8
1974-05-01,107.6
1974-06-01,115.0
1974-07-01,126.9
1974-08-01,150.0
1974-09-01,139.3
1974-10-01,150.5
1974-11-01,142.2
1974-12-01,142.8
1975-01-01,132.3
1975-02-01,123.6
1975-03-01,116.4
1975-04-01,113.3
1975-05-01,112.8
1975-06-01,113.2
1975-07-01,116.2
1975-08-01,124.5
1975-09-01,114.9
1975-10-01,111.1
1975-11-01,101.1
1975-12-01,102.7
1976-01-01,106.2
1976-02-01,107.8
1976-03-01,108.2
1976-04-01,105.6
1976-05-01,111.3
1976-06-01,117.2
1976-07-01,118.9
1976-08-01,112.6
1976-09-01,112.4
1976-10-01,99.9
1976-11-01,92.5
1976-12-01,98.7
1977-01-01,100.6
1977-02-01,99.9
1977-03-01,100.4
1977-04-01,101.4
1977-05-01,94.3
1977-06-01,88.3
1977-07-01,81.6
1977-08-01,73.2
1977-09-01,73.0
1977-10-01,71.8
1977-11-01,84.3
1977-12-01,87.3
1978-01-01,87.3
1978-02-01,87.7
1978-03-01,93.5
1978-04-01,102.0
1978-05-01,100.6
1978-06-01,99.9
1978-07-01,92.7
1978-08-01,88.3
1978-09-01,85.3
1978-10-01,87.5
1978-11-01,90.1
1978-12-01,88.9
1979-01-01,90.1
1979-02-01,92.9
1979-03-01,94.5
1979-04-01,100.2
1979-05-01,104.2
1979-06-01,106.6
1979-07-01,121.3
1979-08-01,113.0
1979-09-01,109.3
1979-10-01,111.4
1979-11-01,103.0
1979-12-01,107.9
1980-01-01,100.0
1980-02-01,105.9
1980-03-01,103.8
1980-04-01,103.8
1980-05-01,106.5
1980-06-01,105.4
1980-07-01,123.8
1980-08-01,135.5
1980-09-01,138.1
1980-10-01,137.6
1980-11-01,132.8
1980-12-01,136.8
1981-01-01,142.8
1981-02-01,137.9
1981-03-01,136.7
1981-04-01,138.0
1981-05-01,135.9
1981-06-01,136.7
1981-07-01,139.6
1981-08-01,127.0
1981-09-01,110.2
1981-10-01,106.8
1981-11-01,102.2
1981-12-01,96.3
1982-01-01,104.8
1982-02-01,103.9
1982-03-01,104.7
1982-04-01,106.8
1982-05-01,110.2
1982-06-01,108.9
1982-07-01,106.8
1982-08-01,97.2
1982-09-01,83.7
1982-10-01,82.9
1982-11-01,94.1
1982-12-01,95.9
1983-01-01,98.7
1983-02-01,111.7
1983-03-01,115.8
1983-04-01,127.1
1983-05-01,128.6
1983-06-01,130.9
1983-07-01,130.6
1983-08-01,141.8
1983-09-01,141.1
1983-10-01,138.7
1983-11-01,143.5
1983-12-01,132.2
1984-01-01,132.3
1984-02-01,127.5
1984-03-01,138.5
1984-04-01,145.1
1984-05-01,141.8
1984-06-01,143.1
1984-07-01,140.1
1984-08-01,131.3
1984-09-01,124.0
1984-10-01,112.4
1984-11-01,111.8
1984-12-01,108.3
1985-01-01,111.4
1985-02-01,110.9
1985-03-01,112.6
1985-04-01,115.5
1985-05-01,113.7
1985-06-01,113.5
1985-07-01,111.0
1985-08-01,100.3
1985-09-01,96.0
1985-10-01,89.0
1985-11-01,97.2
1985-12-01,99.3
1986-01-01,98.6
1986-02-01,99.8
1986-03-01,96.7
1986-04-01,98.1
1986-05-01,103.2
1986-06-01,102.8
1986-07-01,81.8
1986-08-01,69.0
1986-09-01,60.4
1986-10-01,58.0
1986-11-01,65.4
1986-12-01,68.6
1987-01-01,62.0
1987-02-01,61.3
1987-03-01,61.9
1987-04-01,68.0
1987-05-01,75.9
1987-06-01,74.5
1987-07-01,67.1
1987-08-01,59.4
1987-09-01,64.8
1987-10-01,68.3
1987-11-01,73.1
1987-12-01,75.7
1988-01-01,73.3
1988-02-01,80.8
1988-03-01,80.2
1988-04-01,80.1
1988-05-01,81.3
1988-06-01,102.4
1988-07-01,115.5
1988-08-01,113.4
1988-09-01,112.8
1988-10-01,114.4
1988-11-01,104.2
1988-12-01,106.4
1989-01-01,113.0
1989-02-01,108.7
1989-03-01,111.6
1989-04-01,106.9
1989-05-01,111.1
1989-06-01,103.1
1989-07-01,102.4
1989-08-01,94.8
1989-09-01,94.7
1989-10-01,91.8
1989-11-01,95.9
1989-12-01,94.2
1990-01-01,93.9
1990-02-01,96.9
1990-03-01,99.2
1990-04-01,108.8
1990-05-01,113.5
1990-06-01,116.4
1990-07-01,112.6
1990-08-01,100.2
1990-09-01,94.9
1990-10-01,90.8
1990-11-01,89.9
1990-12-01,93.4
1991-01-01,93.7
1991-02-01,95.3
1991-03-01,101.9
1991-04-01,102.0
1991-05-01,98.4
1991-06-01,95.3
1991-07-01,90.2
1991-08-01,100.4
1991-09-01,97.4
1991-10-01,97.1
1991-11-01,97.5
1991-12-01,95.5
1992-01-01,100.8
1992-02-01,102.2
1992-03-01,108.9
1992-04-01,102.9
1992-05-01,104.6
1992-06-01,107.0
1992-07-01,96.4
1992-08-01,88.3
1992-09-01,89.0
1992-10-01,83.8
1992-11-01,82.0
1992-12-01,85.6
1993-01-01,85.7
1993-02-01,84.1
1993-03-01,86.7
1993-04-01,92.7
1993-05-01,90.8
1993-06-01,84.5
1993-07-01,92.0
1993-08-01,93.8
1993-09-01,91.4
1993-10-01,94.7
1993-11-01,103.2
1993-12-01,115.3
1994-01-01,119.3
1994-02-01,117.6
1994-03-01,113.5
1994-04-01,109.0
1994-05-01,104.5
1994-06-01,111.4
1994-07-01,93.7
1994-08-01,89.0
1994-09-01,88.7
1994-10-01,82.1
1994-11-01,82.9
1994-12-01,89.5
1995-01-01,90.3
1995-02-01,93.0
1995-03-01,96.6
1995-04-01,100.3
1995-05-01,101.9
1995-06-01,108.5
1995-07-01,112.9
1995-08-01,109.9
1995-09-01,114.1
1995-10-01,120.9
1995-11-01,126.1
1995-12-01,133.7
1996-01-01,141.7
1996-02-01,148.1
1996-03-01,156.4
1996-04-01,176.5
1996-05-01,202.0
1996-06-01,196.9
1996-07-01,209.8
1996-08-01,193.2
1996-09-01,145.7
1996-10-01,117.3
1996-11-01,108.2
1996-12-01,105.6
1997-01-01,107.6
1997-02-01,108.4
1997-03-01,120.3
1997-04-01,119.2
1997-05-01,114.7
1997-06-01,110.4
1997-07-01,106.0
1997-08-01,104.4
1997-09-01,106.2
1997-10-01,109.5
1997-11-01,106.7
1997-12-01,107.9
1998-01-01,106.3
1998-02-01,106.7
1998-03-01,109.2
1998-04-01,98.4
1998-05-01,96.7
1998-06-01,92.4
1998-07-01,89.8
1998-08-01,80.2
1998-09-01,72.5
1998-10-01,80.5
1998-11-01,84.1
1998-12-01,83.6
1999-01-01,83.7
1999-02-01,84.5
1999-03-01,84.7
1999-04-01,83.2
1999-05-01,85.5
1999-06-01,81.7
1999-07-01,67.3
1999-08-01,79.2
1999-09-01,72.7
1999-10-01,68.7
1999-11-01,74.4
1999-12-01,73.2
2000-01-01,77.1
2000-02-01,82.8
2000-03-01,87.8
2000-04-01,83.6
2000-05-01,87.7
2000-06-01,76.1
2000-07-01,65.3
2000-08-01,61.7
2000-09-01,65.5
2000-10-01,71.9
2000-11-01,78.3
2000-12-01,78.9
2001-01-01,83.8
2001-02-01,77.2
2001-03-01,81.6
2001-04-01,78.6
2001-05-01,74.3
2001-06-01,72.4
2001-07-01,79.2
2001-08-01,83.0
2001-09-01,80.8
2001-10-01,75.8
2001-11-01,77.5
2001-12-01,81.1
2002-01-01,80.2
2002-02-01,79.2
2002-03-01,80.0
2002-04-01,78.1
2002-05-01,83.1
2002-06-01,80.1
2002-07-01,88.8
2002-08-01,105.7
2002-09-01,111.9
2002-10-01,99.5
2002-11-01,93.9
2002-12-01,91.8
2003-01-01,91.5
2003-02-01,96.8
2003-03-01,94.6
2003-04-01,97.1
2003-05-01,101.5
2003-06-01,97.3
2003-07-01,86.1
2003-08-01,88.8
2003-09-01,96.6
2003-10-01,84.9
2003-11-01,92.1
2003-12-01,98.0
2004-01-01,104.3
2004-02-01,109.0
2004-03-01,116.1
2004-04-01,121.9
2004-05-01,116.7
2004-06-01,110.4
2004-07-01,97.6
2004-08-01,91.2
2004-09-01,86.0
2004-10-01,71.8
2004-11-01,69.6
2004-12-01,75.6
2005-01-01,77.2
2005-02-01,75.6
2005-03-01,84.1
2005-04-01,77.8
2005-05-01,77.7
2005-06-01,80.6
2005-07-01,84.8
2005-08-01,77.7
2005-09-01,67.8
2005-10-01,62.6
2005-11-01,69.2
2005-12-01,76.1
2006-01-01,77.8
2006-02-01,79.2
2006-03-01,81.0
2006-04-01,88.9
2006-05-01,89.3
2006-06-01,88.2
2006-07-01,95.3
2006-08-01,82.1
2006-09-01,82.9
2006-10-01,108.2
2006-11-01,137.4
2006-12-01,136.4
2007-01-01,134.6
2007-02-01,156.4
2007-03-01,154.3
2007-04-01,136.9
2007-05-01,143.2
2007-06-01,153.1
2007-07-01,133.3
2007-08-01,126.0
2007-09-01,124.2
2007-10-01,124.8
2007-11-01,144.8
2007-12-01,165.7
2008-01-01,193.8
2008-02-01,190.2
2008-03-01,217.8
2008-04-01,232.1
2008-05-01,228.3
2008-06-01,256.0
2008-07-01,240.5
2008-08-01,205.4
2008-09-01,201.4
2008-10-01,152.6
2008-11-01,144.9
2008-12-01,126.0
2009-01-01,139.8
2009-02-01,146.0
2009-03-01,147.9
2009-04-01,150.1
2009-05-01,166.2
2009-06-01,173.9
2009-07-01,140.5
2009-08-01,135.9
2009-09-01,130.5
2009-10-01,142.9
2009-11-01,144.4
2009-12-01,144.4
2010-01-01,142.4
2010-02-01,136.8
2010-03-01,137.5
2010-04-01,137.6
2010-05-01,145.4
2010-06-01,138.0
2010-07-01,141.9
2010-08-01,145.7
2010-09-01,172.9
2010-10-01,202.3
2010-11-01,208.5
2010-12-01,221.3
2011-01-01,232.2
2011-02-01,261.3
2011-03-01,250.9
2011-04-01,287.1
2011-05-01,278.2
2011-06-01,301.7
2011-07-01,279.8
2011-08-01,283.2
2011-09-01,286.7
2011-10-01,252.5
2011-11-01,256.4
2011-12-01,237.6
2012-01-01,259.4
2012-02-01,256.8
2012-03-01,268.2
2012-04-01,258.7
2012-05-01,249.7
2012-06-01,247.6
2012-07-01,298.4
2012-08-01,312.3
2012-09-01,310.1
2012-10-01,297.7
2012-11-01,292.8
2012-12-01,293.7
2013-01-01,297.8
2013-02-01,286.2
2013-03-01,297.5
2013-04-01,264.7
2013-05-01,278.3
2013-06-01,284.9
2013-07-01,274.6
2013-08-01,223.2
2013-09-01,201.2
2013-10-01,175.4
2013-11-01,171.3
2013-12-01,172.3
2014-01-01,170.6
2014-02-01,174.7
2014-03-01,187.0
2014-04-01,199.2
2014-05-01,198.5
2014-06-01,178.8
2014-07-01,148.3
2014-08-01,142.8
2014-09-01,136.2
2014-10-01,131.0
2014-11-01,140.1
2014-12-01,150.8
2015-01-01,149.5
2015-02-01,152.9
2015-03-01,152.8
2015-04-01,149.8
2015-05-01,145.1
2015-06-01,145.1
2015-07-01,165.5
2015-08-01,148.4
2015-09-01,149.5
2015-10-01,147.2
2015-11-01,141.0
2015-12-01,148.4
2016-01-01,140.3
2016-02-01,141.5
2016-03-01,143.9
2016-04-01,141.9
2016-05-01,145.9
2016-06-01,168.2
2016-07-01,135.0
2016-08-01,124.7
2016-09-01,122.1
2016-10-01,125.5
2016-11-01,128.8
2016-12-01,134.9
2017-01-01,136.5
2017-02-01,142.4
2017-03-01,140.0
2017-04-01,139.9
2017-05-01,140.8
2017-06-01,143.2
2017-07-01,149.9
2017-08-01,132.1
2017-09-01,127.7
2017-10-01,126.7
2017-11-01,125.2
2017-12-01,128.8
2018-01-01,132.7
2018-02-01,141.1
2018-03-01,148.2
2018-04-01,148.4
2018-05-01,154.2
2018-06-01,144.9
2018-07-01,132.2
2018-08-01,137.6
2018-09-01,133.6
2018-10-01,133.8
2018-11-01,139.5
2018-12-01,145.6
2019-01-01,140.9
2019-02-01,146.2
2019-03-01,140.3
2019-04-01,141.0
2019-05-01,144.1
2019-06-01,170.4
2019-07-01,176.6
2019-08-01,149.9
2019-09-01,145.1
